,ID,Título,Data de Publicação,Hora de Publicação,Descrição,Período de Referência,Fundos,Duração,Dimensão,Definição,Legendas,Conteúdo Licenciado,Licença de Uso,Tags,Privacidade,Canal,Visualizações,Likes,Favoritos,Comentários
109,n9_j0axrjdM,KDIF11 - Resumo Mensal do Kinea Infra ref. Agosto.21,30/09/2021,19:08:34,"Balanço mensal do mês de Agosto de 2021 do fundo Kinea Infra (KDIF11).
Por Aymar Almeida, sócio e gestor do fundo de Infraestrutura e Luis Filipe de Callis, relacionamento com investidores da Kinea.

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kinea-investimentos/

Mais informações sobre o fundo em:
Kinea Infra (KDIF11): https://www.kinea.com.br/fundos/infra-kdif11/ 

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Agosto/2021,KDIF11,04:25,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, fundo, fundos, fundos de investimentos, fundo de investimentos, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, investimento, render, grana, money, rentabilidade, performance, primo, rico, infomoney, valor, economia, econômico, santander, itaú, bradesco, personallité, caixa, bb, banco do brasil, xp, orama, xp inc, mercado, btg, kdif11, kdif, infra, infraestrutura, fundo de infra, kdif 11, fundos de infraestrutura, energia",Público,Kinea Investimentos,34024,94,0,0
110,h5lTIHXUKck,KFOF11 - Resumo Mensal do Kinea FOF FII ref. Agosto.21,30/09/2021,19:08:28,"Balanço mensal do mês de Agosto de 2021 do fundo Kinea Fundo de Fundos FII (KFOF11).

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Por Lucas Simon, gestor do fundo e Luis Filipe de Callis, da área de Relacionamento com Investidores da Kinea.
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundo em:
Kinea Fundo de Fundos FII (KFOF11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-fof-fii-kfof11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos 

Procure pelo podcast Kinea nas principais plataformas de podcast.",Agosto/2021,KFOF11,03:26,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, fundo, fundos, fundos de investimentos, fundo de investimentos, imobiliário, imobiliários, fundos imobiliários, fundo imobiliário, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, galpão, logístico, investimento, render, grana, money, rentabilidade, performance, primo, rico, infomoney, valor, economia, econômico, santander, itaú, bradesco, personallité, caixa, bb, banco do brasil, xp, orama, mercado, btg, kfof, fundo de fundos",Público,Kinea Investimentos,410,35,0,0
112,QK75hO3gq9c,KNRI11 - Resumo Mensal do Kinea Renda ref. Agosto.21,30/09/2021,19:08:03,"Balanço mensal do mês de Agosto de 2021 do fundo Kinea Renda (KNRI11).
Por Carlos Martins, sócio e gestor dos fundos de Equity e Ivan Simão, relacionamento com investidores da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundo em:
Kinea Renda (KNRI11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-renda-knri11/  
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Agosto/2021,KNRI11,02:37,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, knri, knri11, fundo, fundos, fundos de investimentos, fundo de investimentos, imobiliário, imobiliários, fundos imobiliários, fundo imobiliário, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, galpão, logístico, investimento, grana, money, rentabilidade, performance, primo, infomoney, valor, economia, econômico, itaú, bradesco, personallité, caixa, banco do brasil, xp, orama, xp inc, mercado, btg, reforma, tributária, governo",Público,Kinea Investimentos,73422,254,0,0
113,ElKEChjHLLY,Fundos Multimercados Kinea - Resumo Mensal ref. Agosto.21,30/09/2021,19:07:45,"Balanço mensal do mês de Agosto de 2021 dos multimercados Kinea.

Por Marco Freire, sócio e gestor dos fundos líquidos, e Ivan Simão, da área de relacionamento com investidores da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kine...

Mais informações sobre os fundos multimercados Kinea em:
Kinea Atlas (II): https://www.kinea.com.br/fundos/fundo...
Kinea Chronos: https://www.kinea.com.br/fundos/fundo...
Kinea Apolo: https://www.kinea.com.br/fundos/fundo...
Kinea Arkhe: https://www.kinea.com.br/fundos/fundo...
Kinea Prev XTR: https://www.kinea.com.br/fundos/prev-...
Kinea Prev MM: https://www.kinea.com.br/fundos/prev/
Kinea Prev Apolo: https://www.kinea.com.br/fundos/fundo...

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Agosto/2021,Multimercados,04:32,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, dinheiro, melhor, bolsa de valores, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundos de investimentos, fundo de investimento, xp, orama, toro, verde, natalia, arcuri, poupe, poupança, cdi, ipca, performance, real, dólar, rentabilidade, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra, multimercados, multi, mercado, marco, junho",Público,Kinea Investimentos,42592,40,0,0
114,Q-eMqZgjiyw,Crédito Privado Kinea - Resumo Mensal ref. Setembro.21,30/09/2021,13:35:01,"Balanço mensal do mês de Setembro de 2021 do fundo Kinea Crédito Privado.

Por Ivan Fernandes, do time de gestão dos fundos de Crédito Privado da Kinea e Ivan Simão, da área de relacionamento com investidores.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/​
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kine...​

Mais informações sobre os fundos de previdência Kinea em:
Kinea Cred Privado: https://www.kinea.com.br/fundos/fundo...​
Kinea Prev XTR: https://www.kinea.com.br/fundos/prev-...​
Kinea Prev Apolo: https://www.kinea.com.br/fundos/fundo...​
Kinea Prev RF: https://www.kinea.com.br/fundos/prev-...​
Kinea Prev MM: https://www.kinea.com.br/fundos/prev/​
Kinea Prev Ações: https://www.kinea.com.br/fundos/fundo...​

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/​
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Setembro/2021,Crédito Privado,07:23,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, dinheiro, melhor, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundos de investimentos, fundo de investimento, xp, xp inc, orama, toro, verde, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra, crédito, privado, crédito privado, me poupe, live",Público,Kinea Investimentos,24189,32,0,0
115,AV3g7gRvgso,Fundos Renda Fixa Kinea - Resumo Mensal ref. Setembro.21,30/09/2021,13:30:19,"Balanço mensal do mês de Setembro de 2021 dos fundos de Renda Fixa da Kinea.

Por Marco Freire, sócio e gestor dos fundos líquidos, e Ivan Simão, da área de relacionamento com investidores da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kinea-investimentos/

Mais informações sobre os fundos de renda fixa Kinea em:
Kinea RF Absoluto: https://www.kinea.com.br/fundos/fundo-renda-fixa-kinea-rf-absoluto/
Kinea Prev RF: https://www.kinea.com.br/fundos/prev-rf-ativo/

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos

Busque por @kineainvestiementos no Instagram: 
https://www.instagram.com/kineainvestimentos/",Setembro/2021,Renda Fixa,04:05,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, renda, fixa, renda fixa, dinheiro, melhor, bolsa de valores, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundos de investimentos, fundo de investimento, xp, xp inc, orama, toro, verde, natalia, arcuri, poupe, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra",Público,Kinea Investimentos,37762,29,0,0
116,hEDTkc84N7U,Fundos Renda Fixa Kinea - Resumo Mensal ref. Julho.21,01/09/2021,13:21:08,"Balanço mensal do mês de Julho de 2021 dos fundos de Renda Fixa da Kinea.
Por Denis Ferrari, gestor dos fundos de Renda Fixa, e Ivan Simão, da área de relacionamento com investidores da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kinea-investimentos/

Mais informações sobre os fundos de renda fixa Kinea em:
Kinea RF Absoluto: https://www.kinea.com.br/fundos/fundo-renda-fixa-kinea-rf-absoluto/
Kinea Prev RF: https://www.kinea.com.br/fundos/prev-rf-ativo/

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Julho/2021,Renda Fixa,04:45,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, renda, fixa, renda fixa, dinheiro, melhor, bolsa de valores, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundos de investimentos, fundo de investimento, xp, xp inc, orama, toro, verde, natalia, arcuri, poupe, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra",Público,Kinea Investimentos,265,17,0,0
117,wwJ9-WfiYEw,Fundos Multimercados Kinea - Resumo Mensal ref. Julho.21,01/09/2021,13:20:57,"Balanço mensal do mês de Julho de 2021 dos multimercados Kinea.
Por Ruy Alves, gestor de macro global e Ivan Simão, da área de relacionamento com investidores da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kine...

Mais informações sobre os fundos multimercados Kinea em:
Kinea Atlas (II): https://www.kinea.com.br/fundos/fundo...
Kinea Chronos: https://www.kinea.com.br/fundos/fundo...
Kinea Apolo: https://www.kinea.com.br/fundos/fundo...
Kinea Arkhe: https://www.kinea.com.br/fundos/fundo...
Kinea Prev XTR: https://www.kinea.com.br/fundos/prev-...
Kinea Prev MM: https://www.kinea.com.br/fundos/prev/
Kinea Prev Apolo: https://www.kinea.com.br/fundos/fundo...

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Julho/2021,Multimercados,04:34,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, dinheiro, melhor, bolsa de valores, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundos de investimentos, fundo de investimento, xp, orama, toro, verde, natalia, arcuri, poupe, poupança, cdi, ipca, performance, real, dólar, rentabilidade, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra, multimercados, multi, mercado, marco, junho",Público,Kinea Investimentos,43154,23,0,0
118,xbl5PdDkHJc,Prev Crédito Privado Kinea - Resumo Mensal ref. Julho.21,01/09/2021,13:20:45,"Balanço mensal do mês de Julho de 2021 do fundo Kinea Crédito Privado.
Por Ivan Fernandes e Fernanda Sortino.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/​
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kine...​

Mais informações sobre os fundos de previdência Kinea em:
Kinea Cred Privado: https://www.kinea.com.br/fundos/fundo...​
Kinea Prev XTR: https://www.kinea.com.br/fundos/prev-...​
Kinea Prev Apolo: https://www.kinea.com.br/fundos/fundo...​
Kinea Prev RF: https://www.kinea.com.br/fundos/prev-...​
Kinea Prev MM: https://www.kinea.com.br/fundos/prev/​
Kinea Prev Ações: https://www.kinea.com.br/fundos/fundo...​

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/​
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Julho/2021,Crédito Privado,03:32,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, dinheiro, melhor, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundos de investimentos, fundo de investimento, xp, xp inc, orama, toro, verde, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra, crédito, privado, crédito privado, me poupe, live",Público,Kinea Investimentos,42902,18,0,0
119,lvZ8LzueJjI,Kinea Oportunidade - Resumo Mensal ref. Julho.21,01/09/2021,13:20:33,"Balanço mensal do mês de Julho de 2021 do fundo Kinea Oportunidade.
Por Ivan Fernandes e Fernanda Sortino.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/​​
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kine...​

Mais informações sobre o fundo em:
Kinea Oportunidade: https://www.kinea.com.br/fundos/kinea...​  

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/​​
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Julho/2021,Oportunidade,03:30,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, dinheiro, melhor, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundos de investimentos, fundo de investimento, xp, xp inc, orama, toro, verde, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra, crédito, privado, crédito privado, me poupe, live, oportunidade",Público,Kinea Investimentos,209,16,0,0
120,-Afo3qi1xBs,KFOF11 - Resumo Mensal do Kinea FOF FII ref. Julho.21,01/09/2021,13:20:14,"Balanço mensal do mês de Julho de 2021 do fundo Kinea Fundo de Fundos FII (KFOF11).

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Por Lucas Simon, gestor do fundo e Luis Filipe de Callis, da área de Relacionamento com Investidores da Kinea.
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundo em:
Kinea Fundo de Fundos FII (KFOF11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-fof-fii-kfof11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos 

Procure pelo podcast Kinea nas principais plataformas de podcast.",Julho/2021,KFOF11,03:33,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, fundo, fundos, fundos de investimentos, fundo de investimentos, imobiliário, imobiliários, fundos imobiliários, fundo imobiliário, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, galpão, logístico, investimento, render, grana, money, rentabilidade, performance, primo, rico, infomoney, valor, economia, econômico, santander, itaú, bradesco, personallité, caixa, bb, banco do brasil, xp, orama, mercado, btg, kfof, fundo de fundos",Público,Kinea Investimentos,323,24,0,0
121,xiSxeWrmWDI,Resumo Mensal dos Fundos de Desenvolvimento Imobiliário - Kinea Even II e Even Permuta ref. Julho.21,01/09/2021,13:20:01,"Balanço mensal de Julho de 2021 dos fundos Kinea Even II (KEVE11) e Kinea Permuta (KINP11)

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos

Por Marcel Chalem, integrante da equipe de gestão do fundos imobiliários de equities da Kinea e Ivan Simão, responsável pela área de Relacionamento com Investidores. 

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/​​
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kine...​

Mais informações sobre os FIIs de incorporação da Kinea em:
Kinea Even Permuta (KINP11): https://www.kinea.com.br/fundos/fundo...​
Kinea Even II (KEVE11): https://www.kinea.com.br/fundos/fundo...​
Kinea Real Estate II (KNRE11): https://www.kinea.com.br/fundos/fundo...​

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/​​
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Julho/2021,Desenvolvimento Imobiliário,03:09,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, fundo, fundos, fundos de investimentos, fundo de investimentos, imobiliário, imobiliários, fundos imobiliários, fundo imobiliário, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, galpão, logístico, investimento, render, money, rentabilidade, performance, primo, rico, infomoney, valor, economia, santander, itaú, bradesco, personallité, caixa, banco do brasil, xp, mercado, btg, kfof, even, construtora, incorporação, apartamentos",Público,Kinea Investimentos,337,21,0,0
122,YhoxFTmiEgE,"Fundos de CRIs (KNCR11, KNIP11, KNHY11 e KNSC11) - Resumo Mensal ref. Julho.21",01/09/2021,13:19:43,"Balanço mensal do mês de Julho de 2021 dos fundos de CRIs (KNCR11, KNIP11, KNHY11 e KNSC11) da Kinea.
Por Flavio Cagno, sócio e gestor dos fundos de CRIs da Kinea, e Ivan Simão, RI dos fundos imobiliários da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre os fundos de CRI da Kinea em:
Kinea Rendimentos (KNCR11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-rendimentos-kncr11/
Kinea Índices de Preços (KNIP11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-indices-de-precos-knip11/
Kinea High Yield (KNHY11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-high-yield-knhy11/
Kinea Securities (KNSC11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-securities-knsc11/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Julho/2021,"CRIs, KNCR11, KNIP11, KNHY11, KNSC11",04:36,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimento, investimentos, fundo, fundos, de, renda, imobiliária, fii, knri, knri11, KNCR11, KNIP11, knhy11, knsc11, cri, cris, fixa, renda fixa, rendimento, dinheiro, rentável, bom, melhor, bolsa, listado, investir, xp, xp inc, itaú, banco, bba, asset, verde, órama, orama, empiricus, economizar, economia, render, multiplicar, money, real, estate, private, equity, economias, rentabilidade, dividendos, pagamento, mensal, anual, semestral, fundo com, cota, cotistas, valor, oferta, reforma, tributária, governo, impostos",Não listado,Kinea Investimentos,44118,77,0,0
123,l-KO0vhsiqQ,Fundos de Ações Kinea - Resumo Mensal ref. Julho.21,01/09/2021,13:19:27,"Balanço mensal do mês de Julho de 2021 dos fundos de ações da Kinea.
Por Rafael Oliveira, gestor dos fundos de ações, e Fernanda Sortino, da área de relacionamento com investidores da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre os fundos de ações da Kinea em:
Kinea Gama: https://www.kinea.com.br/fundos/fundo-acoes-gama/
Kinea Prev Ações: https://www.kinea.com.br/fundos/fundo-prev-acoes/
Kinea Prev Ações XP: https://www.kinea.com.br/fundos/fundo-prev-acoes-xp/
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Julho/2021,Ações,04:28,2D,HD,False,False,YouTube,"ações, kinea, kinea investimentos, investimentos, ação, bolsa, valores, b3, fundo, fundos, moeda, valor, atlas, kinea atlas, kinea gama, gama, kinea prev, prev, multimercados, bolsa de valores, investimento, dinheiro, melhor, stock, options, macro, global, carteira, posições, posição, rendimento, grana, xp, btg, itaú, bradesco, santander, gerenciar, multiplicar, render, ganhar, mais, primo, rico, ficar, empiricus, recomendação, recomendada, toro, orama, verde, asset, gestora, gestor, selic, totvs, inflação, ipca, juros, cdi, meta, benchmark",Público,Kinea Investimentos,46506,23,0,0
124,Dtk2L9kQs5M,KNRI11 - Resumo Mensal do Kinea Renda ref. Julho.21,01/09/2021,13:19:01,"Balanço mensal do mês de Julho de 2021 do fundo Kinea Renda (KNRI11).
Por Alessandro estevam, gestor do fundo KNRI11 e Ivan Simão, relacionamento com investidores da Kinea.

Acesse as redes da Kinea e fique por dentro das novidades, clicando aqui: https://linktr.ee/kineainvestimentos
 
Mais informações sobre os fundos Kinea em:
https://www.kinea.com.br
 
Siga a Kinea no Linkedin:
https://www.linkedin.com/company/kinea-investimentos
 
Mais informações sobre o fundo em:
Kinea Renda (KNRI11): https://www.kinea.com.br/fundos/fundo-imobiliario-kinea-renda-knri11/  
 
Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco
relacionamento@kinea.com.br
 
Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Julho/2021,KNRI11,03:15,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, knri, knri11, fundo, fundos, fundos de investimentos, fundo de investimentos, imobiliário, imobiliários, fundos imobiliários, fundo imobiliário, investir, dinheiro, rende, renda, kinea renda, imobiliária, rendimento, bolsa, imóveis, prédio, comercial, galpão, logístico, investimento, grana, money, rentabilidade, performance, primo, infomoney, valor, economia, econômico, itaú, bradesco, personallité, caixa, banco do brasil, xp, orama, xp inc, mercado, btg, reforma, tributária, governo",Público,Kinea Investimentos,43004,185,0,0
125,BsyGCPDCjsE,Prev Crédito Privado Kinea - Resumo Mensal ref. Junho.21,03/08/2021,22:28:52,"Balanço mensal do mês de Junho de 2021 do fundo Kinea Crédito Privado.
Por Ivan Fernandes e Fernanda Sortino.

Mais informações sobre os fundos Kinea em: https://www.kinea.com.br/​
Siga a Kinea no Linkedin: https://www.linkedin.com/company/kine...​

Mais informações sobre os fundos de previdência Kinea em:
Kinea Cred Privado: https://www.kinea.com.br/fundos/fundo...​
Kinea Prev XTR: https://www.kinea.com.br/fundos/prev-...​
Kinea Prev Apolo: https://www.kinea.com.br/fundos/fundo...​
Kinea Prev RF: https://www.kinea.com.br/fundos/prev-...​
Kinea Prev MM: https://www.kinea.com.br/fundos/prev/​
Kinea Prev Ações: https://www.kinea.com.br/fundos/fundo...​

Fale com a equipe Kinea para tirar dúvidas e saber mais sobre oportunidades de investimento:
https://www.kinea.com.br/fale-conosco/​
relacionamento@kinea.com.br

Além disso, para ter novidades em primeira mão, acesse também nosso novo grupo Kinea Investimentos no Telegram. https://t.me/kineainvestimentos",Junho/2021,Crédito Privado,03:30,2D,HD,False,False,YouTube,"kinea, kinea investimentos, investimentos, investimento, bolsa, dinheiro, melhor, valores, risco, brasil, internacional, juros, futuro, ações, ação, primo rico, rico, primo, gestores, comprar, vender, asset, finanças, fundos, fundo, fundo de investimentos, fundos de investimentos, fundo de investimento, xp, xp inc, orama, toro, verde, poupança, cdi, ipca, performance, real, dólar, rentabilidade, ganhar, rentável, itaú, santander, bradesco, caixa, btg, pactual, safra, crédito, privado, crédito privado, me poupe, live",Público,Kinea Investimentos,33341,11,0,0
